StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode
2020-05-26 19:54:00,2020-05-26 19:55:48,IP Address,99.65.209.118,100,108,True,2020-05-26 19:55:49,R_XzFUU9dQ5Z2ptoR,,,,,40.101593017578125,-88.28220367431640625,anonymous,EN,Yes,Yes,Yes,4.077,7.677,8.654,4,Definitely not,Yes,2.089,2.089,2.446,1,3.751,3.751,5.806,1,,3.957,3.957,28.166,1,It has a red roof.  It has red flowers in front.  It looks pretty big with lots of rooms.  It's a brick house.,,,,,,,,,5.926,15.012,16.231,4,1.4,1.4,21.257,1,This house looks colonial.  It is large and has lots of rooms.  It's older.  It looks very classic.,0.507,7.804,10.276,3,,108,6587283881
2020-05-27 18:33:28,2020-05-27 18:36:31,IP Address,73.119.181.106,100,183,True,2020-05-27 18:36:31,R_1LeAthOg9MJHb70,,,,,42.635101318359375,-71.30139923095703125,anonymous,EN,Yes,Yes,Yes,9.023,11.915,13.708,2,Definitely not,Yes,0,0,2.575,0,1.52,6.128,8.834,3,,9.137,9.137,45.299,1,"The house looks very old. It looks European, but definitely not American. I would guess this house is over 200 years old. It looks very well built and is probably worth a lot of money.",0,0,50.299,0,,,,,,,,,2.525,2.525,37.391,1,It looks like a Georgian style house. It is probably at least 200 years old. It is a very expensive piece of property. This house looks like it is in a nice suburban neighborhood.,1.3,1.3,5.266,1,,183,4816679977
2020-05-27 18:33:55,2020-05-27 18:37:52,IP Address,71.93.65.167,100,237,True,2020-05-27 18:37:52,R_3ELsJmgDUSetpz8,,,,,39.3809051513671875,-119.6858978271484375,anonymous,EN,Yes,Yes,Yes,2.47,10.416,11.21,2,Definitely not,No,0,0,3.752,0,7.274,7.274,12.74,1,,5.162,5.162,53.118,1,The house is fairly large. The house is brick. The house has two stories. The house has large windows.,,,,,0,0,63.648,0,,,,,4.519,4.519,60.16,1,The house is large. The house has two stories. The house is gray. The house is natural-looking.,0,0,3.387,0,,237,530149745
2020-05-27 18:33:37,2020-05-27 18:38:23,IP Address,47.185.171.206,100,285,True,2020-05-27 18:38:23,R_31FRX2nNmoWBrU1,,,,,33.039093017578125,-97.0764007568359375,anonymous,EN,Yes,Yes,Yes,7.579,10.475,11.983,2,Definitely not,No,0,0,4.951,0,8.874,8.874,11.08,1,,2.871,65.541,71.644,3,"The house is made of brick. It has a red roof with red trim around the second story windows. The windows are also white. It looks quite old and distinguished. It has two chimneys. ",,,,,12.223,15.658,103.932,3,,,,,4.4,4.4,57.084,1,"The house is three stories. It has two chimneys and is a brown brick home. The windows are white. It also has fencing outside of the front of the home. ",0,0,6.555,0,,285,6404800745
2020-05-27 18:33:42,2020-05-27 18:38:46,IP Address,73.237.132.222,100,303,True,2020-05-27 18:38:47,R_2aRlRpl9F0lWYnL,,,,,34.0388946533203125,-84.382598876953125,anonymous,EN,Yes,Yes,Yes,3.864,14.19,14.945,4,A little bit,Yes,0,0,6.39,0,10.677,10.677,11.36,1,,5.532,104.532,105.001,9,"This brick home is cozy. The small lot is easy to maintain. The color of the brick and roof are really beautiful. The landscaping is nice. ",,,,,,,,,7.038,59.004,70.356,11,6.672,60.088,71.047,2,"This older home is a classic. The history is amazing. Beautifully restored, this home is amazing. Perfect for a large family",0,0,4.538,0,,303,2350435750
2020-05-27 18:34:56,2020-05-27 18:39:11,IP Address,68.49.27.142,100,254,True,2020-05-27 18:39:11,R_dpf3vXA89qjd7iN,,,,,42.091400146484375,-83.6775970458984375,anonymous,EN,Yes,Yes,Yes,9.379,13.83,15.636,3,Not really,Yes,0,0,6.482,0,5.858,5.858,7.495,1,,3.283,47.727,48.578,2,"This house is unique. The colors are a little old-fashioned. The entrance of the porch is inviting and the window seats add dimension to the house. The garden in the front brings out the reds in the tone of the house. ",0,0,91.496,0,,,,,,,,,1.457,1.457,67.456,1,"The house is symmetric and somewhat Georgian in style. The windows on the roof go down vertically from a slanted roof. The door is in the center and the windows on each side are symmetric. The color of the brick is a brown, with some red undertones. ",0,0,2.051,0,,254,590424467
2020-05-27 18:35:56,2020-05-27 18:40:18,IP Address,47.136.4.144,100,261,True,2020-05-27 18:40:18,R_22Mq17ItJZeRHdO,,,,,34.10699462890625,-117.5941009521484375,anonymous,EN,Yes,Yes,Yes,14.66,18.067,19.117,2,Definitely yes,Yes,0,0,5.689,0,14.596,38.773,39.9,8,,4.795,4.795,35.702,1,It looks okay from outside. It has a small road beside it. That's fine.,0,0,39.506,0,,,,,,,,,1.706,72.819,73.847,2,It looks good from outside. I can see there are many houses nearby.,0,0,4.597,0,,261,2213676115
2020-05-27 18:33:26,2020-05-27 18:40:30,IP Address,108.6.119.60,100,423,True,2020-05-27 18:40:30,R_3pkUp8E2jiT0PeY,,,,,40.7852020263671875,-73.8097991943359375,anonymous,EN,Yes,Yes,Yes,12.675,15.006,16.006,2,Definitely not,Yes,0,0,4.273,0,8.151,8.151,9.381,1,,14.537,109.251,110.28,3,"This house is incredibly charming. It has beautiful blooming flowers positioned in front. Gorgeous symmetrical windows placed in threes (all good things come in threes!). It also has two chimneys.  ",,,,,68.198,85.327,112.795,2,,,,,2.616,93.108,98.986,3,"This house had a beautiful but somewhat gloomy aesthetic. It had so chimneys/peaks. It's design of 4 vs 5 vs 3 windows is very interesting. The features are very symmetrical and beautiful. ",0,0,3.079,0,,423,3869211194
2020-05-27 18:35:29,2020-05-27 18:40:43,IP Address,67.83.45.214,100,313,True,2020-05-27 18:40:43,R_pDWcuPK4cjMzfMd,,,,,40.9040069580078125,-72.41359710693359375,anonymous,EN,Yes,Yes,Yes,10.329,14.288,15.25,2,Not really,No,0,0,3.866,0,6.504,6.504,7.667,1,,10.256,10.256,89.121,1,"The house is an elegant, 3 story house made of brick that spans 3 windows wide. In the front there is a path that leads to the front door with red flowers planted on either side. There are two chimneys on either side of the roof of the house. The house has a Victorian English type of feel to it.",,,,,,,,,0,0,69.203,0,3.644,61.822,107.967,3,"The house is a three story house that spans five windows wide and is perfectly symmetrical in nature. It is likely from the 1700s, as it has a very old feel to it and it is constructed from brick. There are two chimneys located on the roof of either side of the house. There is a black fence that separated the front of the house from the street for protection.",0,0,3.641,0,,313,2174597131
2020-05-27 18:37:46,2020-05-27 18:41:00,IP Address,100.15.200.132,100,193,True,2020-05-27 18:41:00,R_3QJER5ffYIHOOU5,,,,,38.9673004150390625,-77.06839752197265625,anonymous,EN,Yes,Yes,Yes,0.896,4.812,5.542,4,Definitely not,No,0,0,1.989,0,1.271,3.912,5.086,2,,3.248,61.968,63.514,8,"This is a brick house in a rectangular shape, with three floors. There are large white windows on each floor of the house. The front facade is a gray brick while the roof and door is a red brick. The house has two chimneys on both ends of the roof.",,,,,,,,,0,0,41.339,0,3.771,28.861,54.796,5,"This is an older brick house with a slightly brown color. It has many large, rectangular windows that have white framing, as well as a traditional white framed door. It has multiple chimneys on each side of the roof. The house has three floors.",2.006,2.006,3.458,1,N/A,193,5936536733
2020-05-27 18:37:11,2020-05-27 18:41:04,IP Address,73.93.33.55,100,233,True,2020-05-27 18:41:04,R_2wTdhTONaPCdMmj,,,,,38.266998291015625,-122.04399871826171875,anonymous,EN,Yes,Yes,Yes,10.9,12.783,13.502,2,Definitely not,Yes,0,0,4.868,0,12.008,13.337,14.424,2,,6.132,6.132,77.541,1,"The house is a quaint English cottage style house.
The house is constructed of brick.
The house has 8 windows.
The house has 2 chimneys.",,,,,,,,,0,0,44.145,0,1.962,1.962,52.408,1,"The house is big and drab in color.
The house has 12 windows.
The house appears to be constructed of brick.
The house has two chimneys.",4.252,4.252,7.604,1,none,233,8645206987
2020-05-27 18:33:34,2020-05-27 18:41:43,IP Address,76.16.241.19,100,489,True,2020-05-27 18:41:44,R_9mFbt16LDSEZNvj,,,,,41.527099609375,-87.25330352783203125,anonymous,EN,Yes,Yes,Yes,3.792,7.487,8.267,4,A little bit,Yes,0,0,5.557,0,5.123,17.334,18.028,7,,2.885,72.665,94.752,5,This house features two large bay windows in the front. The upstairs bedrooms have dormer windows. Beautiful brick gives the house a vintage look. Expertly landscaped for maximum curb appeal.,7.857,61.98,131.577,18,,,,,,,,,6.643,175.568,191.302,12,"This Georgian style beauty features numerous multi- paneled windows allowing lots of natural light! The symmetrical design of the house is pleasing to the eye. Dormers on the top floor make the roofline more interesting. Gourgeous brick was used in the construction, giving it an old-time feel.",0,0,3.17,0,,489,3436483074
2020-05-27 18:34:25,2020-05-27 18:41:51,IP Address,100.36.30.189,100,446,True,2020-05-27 18:41:51,R_21AFde7u3BcBFa8,,,,,38.92999267578125,-77.34999847412109375,anonymous,EN,Yes,Yes,Yes,12.378,15.387,17.245,2,Not really,Yes,0,0,1.649,0,9.132,9.132,11.049,1,,5.291,5.291,97.208,1,"This is a somewhat old or historic looking house. The house is very symmetrical. It looks like there are at least 3 floors in this house with windows on each floor. There is a garden with red flowers in the front yard. The house is made out of stone and bricks to what I can see. ",,,,,0,0,159.8,0,,,,,0,0,94.114,0,This house looks like it has a historic style to it. The photograph is very symmetrical. There are trees on both sides of the house with little bushes and flowers near the main entrance to the home. There are several windows to allow sunlight to enter the house. The sun is beaming down on the house while the trees create shadows onto the exterior of the home.,0,0,4.8,0,,446,3993241987
2020-05-27 18:34:35,2020-05-27 18:41:57,IP Address,77.111.247.182,100,442,True,2020-05-27 18:41:57,R_2WHXXXjQqFoOOdL,,,,,47,8,anonymous,EN,Yes,Yes,Yes,5.917,8.586,9.018,4,Definitely not,No,0,0,14.399,0,9.916,9.916,10.597,1,,205.119,284.332,285.595,4,"The house is big. The house is bricked. The house has a lot of windows. The house looks vibrant. ",0,0,9.083,0,,,,,,,,,2.58,2.58,59.587,1,"The house looks pale. The house has a lot of windows. The house has dead trees near it. The house has a couple chimneys. ",0,0,18.839,0,,442,4362198184
2020-05-27 18:37:23,2020-05-27 18:42:14,IP Address,73.126.181.150,100,290,True,2020-05-27 18:42:14,R_UiPhxJ4cDSwD8Dn,,,,,42.1475982666015625,-71.53189849853515625,anonymous,EN,Yes,Yes,Yes,3.55,5.479,7.459,2,A little bit,Yes,0,0,1.73,0,9.149,21.045,22.812,3,,12.976,12.976,81.022,1,the house is very beautiful.it takes a natural place.in this house was very large,,,,,,,,,0,0,11.424,0,0.775,91.934,98.59,21,the house is very nice and it takes a place was very nice.the house was very large,9.443,9.443,22.823,1,nice survey,290,3554845536
2020-05-27 18:37:55,2020-05-27 18:42:38,IP Address,69.61.41.78,100,282,True,2020-05-27 18:42:38,R_3Pdw8Ghik3pPDTF,,,,,37.38250732421875,-79.21810150146484375,anonymous,EN,Yes,Yes,Yes,16.266,20.704,21.999,2,A little bit,Yes,0,0,13.67,0,6.645,6.645,8.415,1,,20.519,20.519,64.686,1,i like this house.i like the planets.and free air to windows.,,,,,,,,,31.225,31.225,32.549,1,5.358,50.17,53.11,5,"i like the house,but not like to planets. plantes are drying.",14.222,14.222,21.872,1,no,282,347978984
2020-05-27 18:36:07,2020-05-27 18:42:46,IP Address,67.10.149.235,100,398,True,2020-05-27 18:42:46,R_3dSTcn0RkZMhfA0,,,,,26.1613006591796875,-97.99199676513671875,anonymous,EN,Yes,Yes,Yes,6.904,8.184,9.506,2,A little bit,Yes,0,0,18.256,0,33.089,200.152,201.674,13,,13.611,13.611,55.091,1,The house is big and also have whites windows.  The house is red and is made of bricks,,,,,0,0,10.669,0,,,,,6.984,6.984,49.401,1,it is a big house made of bricks with beautiful and white windows and the roof is brown,11.94,11.94,25.28,1,it is a great study,398,2968789041
2020-05-27 18:36:21,2020-05-27 18:43:11,IP Address,174.100.164.253,100,410,True,2020-05-27 18:43:11,R_VX1Rgyp4Apo3DDr,,,,,41.4712066650390625,-81.52480316162109375,anonymous,EN,Yes,Yes,Yes,3.519,21.163,22.342,4,A little bit,Yes,0,0,8.662,0,6.253,6.253,7.307,1,,5.564,54.701,113.234,2,"The house has a red theme to it. It consists of several shades of red brick lining edges of the framework and grey brick and the bulk of the house. The shrubbery on the front of the house is not excessive, but there are distinct red flowers blooming. Also, there are 3 decent size windows for the second floor that seem to be evenly spread out.  ",,,,,28.428,95.498,101.152,2,,,,,1.832,1.832,75.954,1,"The house seems to lack color from the outside. It looks like some sort of foliage has grown over the exterior brick giving the house a green look. Additionally, the entryway is actually difficult to see. There are plenty of windows providing natural light into the house which is a huge plus. The house seems very symmetrical in its appearance. ",3.054,3.054,28.719,1,"Enjoyed the study. Really made me think about being descriptive and my judgements on homes. ",410,4030973198
2020-05-27 18:37:04,2020-05-27 18:43:29,IP Address,75.182.72.206,100,384,True,2020-05-27 18:43:29,R_1M5KZEIwXnTkZk9,,,,,36.2960052490234375,-76.243499755859375,anonymous,EN,Yes,Yes,Yes,14.976,19.241,20.613,2,Definitely not,Yes,0,0,53.057,0,7.883,7.883,9.256,1,,5.843,82.056,84.022,3,"The landscaping is gorgeous with lots of red. The entryway has a very nice arch. The bay windows enhance the front of the home. The colour scheme of the bricks, roof and landscaping makes this a desirable home.",42.946,42.946,93.655,1,,,,,,,,,3.999,64.653,92.386,3,"I like the symmetry of the window placement. The amount of windows provide a ton of natural light, which is highly desirable. The wrought iron fence adds charm. The home has at least 2 fireplaces.",0,0,5.665,0,,384,3889580485
2020-05-27 18:33:49,2020-05-27 18:43:49,IP Address,47.208.10.110,100,600,True,2020-05-27 18:43:49,R_33qgVCTMlnVFAqP,,,,,40.946502685546875,-124.083404541015625,anonymous,EN,Yes,Yes,Yes,11.847,13.727,14.597,2,A little bit,No,0,0,5.561,0,10.167,10.167,11.357,1,,2.695,19.846,306.036,2,"A three story brick house. It has bay windows in the front and looks like it has two fireplaces, judging from the chimneys. It has plenty of windows so it looks like it gets lots of light inside. The front yard is small but well kept, with a cute tree outside one of the bay windows.",,,,,0,0,116.882,0,,,,,2.577,2.577,98.782,1,A three story house with a lot of rectangular windows. A well kept but small front yard. Cool looking white entrance contrasts nicely with the dark door. Looks like it gets lots of light.,0,0,3.4,0,,600,1401303638
2020-05-27 18:33:57,2020-05-27 18:44:18,IP Address,72.203.59.62,100,620,True,2020-05-27 18:44:18,R_3hyTL9cH1kn869P,,,,,36.128997802734375,-115.27649688720703125,anonymous,EN,Yes,Yes,Yes,12.673,16.127,18.228,2,Definitely not,Yes,0,0,7.671,0,10.96,10.96,13.632,1,,11.14,11.14,236.861,1,English cottage style home with nice landscaping. The house has slate roofing and a brick exterior. The home has bay windows in the front. The house may be a multi-dwelling home.,61.012,61.012,126.735,1,,,,,,,,,4.134,4.134,142.772,1,Brick house with slate roof. Two stories. Two fireplaces. Symmetrical in number of windows on each side of the front door. It is an elegant home.,0,0,6.194,0,,620,3865627059
2020-05-27 18:40:37,2020-05-27 18:44:26,IP Address,174.128.236.106,100,229,True,2020-05-27 18:44:28,R_1CI8Ow71qQjRnQC,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,Yes,Yes,Yes,6.201,10.499,12.282,5,Definitely yes,Yes,4.337,4.337,6.421,1,12.166,12.166,16.002,1,,15.636,63.531,64.309,3,"looks beautiful
gorgeous
well stationed
lovely ",,,,,3.398,5.795,7.323,4,,,,,2.307,43.449,51.605,5,"well stationed
lovely 
spaced
fantastic ",5.891,5.891,10.06,1,"no ",229,6481822459
2020-05-27 18:34:30,2020-05-27 18:44:40,IP Address,108.52.141.183,100,609,True,2020-05-27 18:44:40,R_1j9Eqs40WnQ3WL8,,,,,40.3061065673828125,-75.1483001708984375,anonymous,EN,Yes,Yes,Yes,9.079,87.502,89.96,4,Definitely not,No,21.597,72.934,73.622,5,1.608,6.11,10.251,2,,1.365,171.536,173.494,5,"This is a red and grey brick house with chimneys on the left and right sides. there are white window panes, with three windows across the top floor.The pathway to the entrance of the house is lined with red flowers, and pretty shrubs. This is a relatively older style home, with some evidence of weathering on the roof.",,,,,,,,,9.538,56.072,90.618,12,25.735,109.072,132.899,6,"This is a three story, brick house. There are windows across the front of the house on the first, second, and third stories. There are two chimneys, one on the right and one on the left. The black front door has a thick white outline. There is a small black metal fence across the small front yard. ",6.337,6.337,10.186,1,No thank you!,609,3564534499
2020-05-27 18:35:51,2020-05-27 18:45:35,IP Address,71.84.20.24,100,583,True,2020-05-27 18:45:35,R_1H7EVXNWHaBShmE,,,,,35.640899658203125,-120.7010040283203125,anonymous,EN,Yes,Yes,Yes,7.759,10.282,11.356,4,Definitely not,No,2.87,2.87,4.013,1,4.85,4.85,5.94,1,,3.614,80.121,80.659,5,"A tudor cottage style house with a red slate roof. The roof is dotted with 3 white windows. Chimneys bookend each side of the roof. Brick second and groundfloor stories colored in grey provide contrast to the red roof. Dual bay windows flank the brick archwayed front door. ",,,,,,,,,23.967,23.967,44.379,1,2.322,128.661,136.213,4,"It's a house that is composed of beige and reddish materials that appear to brick. The house has three stories and an arched slated roof featuring three equidistant windows. There are two chimneys at opposite ends of the arched roof. The second story has four large panelled windows that are white. The groundfloor features a large doorway with an arched white accent. A band of reddish brick accents all of the second and groundfloor windows and a band of brick extends across the the top of each windwo from the far left all the way to the far right. ",1.217,1.217,287.982,1,"Thank you for your time. ",583,3823157986
2020-05-27 18:35:32,2020-05-27 18:45:51,IP Address,73.161.101.94,100,618,True,2020-05-27 18:45:51,R_2fAQAOAVNImczp6,,,,,42.928497314453125,-83.63320159912109375,anonymous,EN,Yes,Yes,Yes,14.972,18.311,19.62,2,Definitely not,Yes,0,0,9.114,0,10.919,10.919,12.376,1,,10.678,170.427,180.682,7,This is a two story house done in beautiful grey and red brick work. This house has a lot of natural sunlight due to its many windows. The front lawn is well kept with a lot of red flower to accent the landscape. It has a lot of charm along with a home feel.,,,,,0,0,183.126,0,,,,,6.04,139.852,174.894,7,"The home is large with multiple stories. There is a lot of natural light in the home due to the many windows. The lawn is small, fenced in, and a little plain so you can add your own touch. There are two trees up front that in the spring time will add appeal and charm to your home. ",0,0,7.52,0,,618,7009989791
2020-05-27 18:33:51,2020-05-27 18:46:14,IP Address,24.243.244.130,100,742,True,2020-05-27 18:46:14,R_3HZAvUwyZe2kEbX,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,Yes,Yes,Yes,16.511,19.953,24.878,2,Definitely not,Yes,0,0,8.701,0,119.605,119.605,120.97,1,,8.984,8.984,179.062,1,It is beautiful.  I love the bay windows in the front and the way that the door sets back in.  Double chimneys mean there must be 2 fireplaces which would be perfect. I am guessing that the attic has been remodeled and I bet the lighting is perfect,,,,,,,,,0,0,79.021,0,5.879,173.097,286.623,3,Another beautiful home.  Looks a little like the last house judt taken at a different angle.  I think more windows too which is great for good lighting.  Again 2 fireplaces which is fantastic.It looks like there may be an iron fence in the front.  I think that is nice especially when you have pets and kids.I think the color of the brick on the house is nice bit I think a redder brick would look better.,0,0,9.61,0,,742,6482752319
2020-05-27 18:35:41,2020-05-27 18:46:16,IP Address,77.111.246.18,100,635,True,2020-05-27 18:46:16,R_sL5AgpBBlobWFd7,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Yes,Yes,26.175,29.529,31,2,A little bit,Yes,0,0,9,0,24.32,51.376,52.56,5,,13.846,173.492,175.064,4,"It was a beautiful house.
 Gardening in front of the house is attractive. 
This house looks like traditional.
 The flowers in front of the house is perfect match to the house.",,,,,0,0,203.557,0,,,,,4.295,109.993,110.573,2,"
house looks like traditional. 
Garden is not that much attractive.
But it looks neat and clean.
It will be attractive after painted once",6.566,6.566,18.509,1,Its good and interesting,635,8551596351
2020-05-27 18:33:53,2020-05-27 18:48:06,IP Address,185.244.215.158,100,852,True,2020-05-27 18:48:07,R_1r6wpXoSgW8Jz8x,,,,,40.7156982421875,-74,anonymous,EN,Yes,Yes,Yes,12.723,15.265,18.774,2,Definitely not,Yes,0,0,1.827,0,2.66,4.477,6.989,2,,115.762,236.742,475.114,9,"It's looks like an English cottage house, It has lots of flowers around it, The house is built with red and grey bricks, the roof of the house is red.",,,,,,,,,0,0,43.003,0,57.857,163.365,222.13,4,"It looks like a modern English cottage, It is built with green and red bricks, It has up to six rooms, It's windows are painted white.",1.996,1.996,13.793,1,None,852,378875518
2020-05-27 18:37:11,2020-05-27 18:48:23,IP Address,71.93.53.180,100,671,True,2020-05-27 18:48:23,R_1FQcmMcW12dygfK,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,Yes,Yes,Yes,14.409,17.579,21.137,2,Definitely not,No,0,0,16.429,0,20.401,20.401,24.471,1,,24.361,194.398,217.447,2,"It seems that the person who owns this house clearly has money to afford the square footage and make it look pretty nice. This house isn't modern, but has traditional walls and chimneys. The roofing doesn't use modern day shingles and most of the building material are built to last the weather. I would say this house has a very dark red orange coloring on both the roofing and the sides of the house, most of the exterior are grey colored bricks. There's a very pretty garden in the front that has rose bushes and and a small tree. It looks like a comfortable living space to live in and can house either a big family or many guests who are visiting.",23.29,35.057,104.001,4,,,,,,,,,13.656,264.651,266.634,7,"This house looks a lot more older then the previous picture as there are various discoloration on the roofing. There are chimneys on both sides of the house and the main sides have a green-brown coloring on the brick walls. There some small border patterns the go along the windows made by red bricks but most of the house doesn't have whole red bricks on their outside walls. The front porch doesn't have much to it besides a small lawn and short flowers, there's a plump bush on the corner. For the most part I'd say this is a house that's really old and maybe even considered a historical place given the age and when it was built. This is definitely a house that could house many people and a big family.",1.233,1.233,5.53,1,,671,6435976182
2020-05-27 18:36:30,2020-05-27 18:48:33,IP Address,67.9.39.15,100,722,True,2020-05-27 18:48:33,R_2ZX20OUO6sDrnz7,,,,,27.772796630859375,-82.63790130615234375,anonymous,EN,Yes,Yes,Yes,11.196,14.38,15.997,2,Definitely not,Yes,0,0,2.967,0,7.004,7.004,8.063,1,,4.001,4.001,24.723,1,It is made of brick. It has red flowers in front. There is also a tree. The windows are white.,,,,,,,,,42.729,66.586,68.111,19,2.228,2.228,24.643,1,It is made of brick. It has three stories. The windows are white. It appears to be a colonial style.,0,0,3.753,0,,722,4003962702
2020-05-27 18:37:13,2020-05-27 18:48:54,IP Address,174.125.151.207,100,700,True,2020-05-27 18:48:54,R_3kG1mprUFwUtK7i,,,,,30.69500732421875,-92.2696990966796875,anonymous,EN,Yes,Yes,Yes,19.211,22.011,28.98,2,Definitely not,Yes,0,0,4.088,0,6.523,6.523,8.493,1,,9.496,241.823,244.073,7,"It's a big house that appears to be 2 1/2 stories high. It's made of brick and it has 3 windows across the front of the 2nd and 3rd floors. It has some beautiful flowers and shrubs planted across the front of the house. The roof is in need of being replaced as it is fading pretty badly in spots. ",,,,,,,,,0,0,101.389,0,0,0,206.173,0,"The house looks like it is 2 1/2 stories high. It appears to be made of brick and has lots of windows across the front of the house. It has a fence in front of it with flowers between the house and the fence. It has two trees in the front of it. ",4.583,4.583,11.249,1,,700,6615710202
2020-05-27 18:37:24,2020-05-27 18:49:10,IP Address,162.232.88.75,100,705,True,2020-05-27 18:49:10,R_3lLXx6RDMDZpFGT,,,,,42.358306884765625,-83.90000152587890625,anonymous,EN,Yes,Yes,Yes,8.416,11.149,12.359,2,Definitely not,No,0,0,4.851,0,7.065,7.065,9.938,1,,3.881,105.42,106.648,4,This house is symmetrical and has a lot of windows for natural light. The landscape is subtle and beautiful. The pathway splits so that you don't have to squeeze by other people. The brick work makes it look sturdy and very attractive with the two tone of bricks.,,,,,3.957,53.493,55.282,7,,,,,85.332,85.332,87.7,1,It has a lot of windows for natural light. The entry way has a clean look with the white trim and the darker door. The fence gives the house a little more privacy. The two tone brick work makes it look appealing.,0,0,137.706,0,,705,5953689152
2020-05-27 18:35:41,2020-05-27 18:49:40,IP Address,73.170.113.247,100,839,True,2020-05-27 18:49:40,R_1CBALzWXI9kEBxV,,,,,37.770294189453125,-122.440704345703125,anonymous,EN,Yes,Yes,Yes,0.955,10.56,12.294,4,Definitely not,Yes,0,0,4.592,0,6.087,6.087,6.889,1,,15.319,200.841,202.551,7,"This is a three story house. The design of the house looks like a traditional gingerbread house. On the ground level, it has two large windows, covered with curtains. The door is covered with brick. While the second floor has three large windows. On the third floor, it has three windows, with two chimneys outside.",9.278,9.278,40.553,1,,,,,,,,,1.479,464.542,465.372,12,"This is an 18th century Georgian house covered behind a fence. The house is tan with shades of orange between the windows. The house has 12 windows; 4 large windows on the first floor, 5 large windows on the second, and 3 small windows on the third. Lastly, the house has a large, black door.",0,0,94.785,0,,839,288562262
2020-05-27 18:36:32,2020-05-27 18:50:15,IP Address,65.28.105.46,100,822,True,2020-05-27 18:50:15,R_1KxLxTsITLOkJIR,,,,,39.148406982421875,-94.568603515625,anonymous,EN,Yes,Yes,Yes,0.38,5.636,7.552,5,Definitely not,No,0.609,0.609,2.339,1,0.951,3.199,37.433,3,,0.599,63.1,65.233,6,"This is an expensive looking house. it looks like it has at least three stories - a basement, ground floor and attic. It has a very well tended flower garden outside, and some nice trees. The style looks less modern and more traditional. Also, there are many large windows.",0.304,8.041,456.494,4,,,,,,,,,4.536,226.087,227.01,5,"This house looks like something an upper class family could possibly afford. It isn't lushly decorated, but it looks well-built, and there are plenty of windows. It looks like there is a nice attic, as well as a ground floor. It isn't particularly a modern design.",0.602,0.602,4.682,1,Thanks!,822,1041298648
2020-05-27 18:39:30,2020-05-27 18:51:11,IP Address,107.5.54.11,100,700,True,2020-05-27 18:51:11,R_skaKbKfJDKkCdzP,,,,,42.6425933837890625,-84.52210235595703125,anonymous,EN,Yes,Yes,Yes,7.786,23.58,25.242,3,Not really,Yes,0,0,17.59,0,9.582,9.582,11.729,1,,10.177,283.962,312.07,6,"A light grey, and red brick house built to look semi Victorian, while still maintaining a modern look. A very nice garden in the front yard with a nice tree and some nice bushes. Modern windows surrounding the door with a small walk way going inside. Three stories with lots of windows. It has a nice paved walkway in the yard.with a nice green lawn.Two chimneys on opposite sides of the roof. It also has nice ckean singles on the roof. ",0,0,55.635,0,,,,,,,,,5.603,5.603,194.848,1,"A brown brick Georgian English style house. It has 9 multi pane windows on two floors, and 3 attic windows on the roof. Two chimneys on the roof surrounded by matching brown, clean shingles. Small fence around a small garden in the front yard, behind two trees. It also has one bush in the small garden. ",12.222,12.222,60.636,1,I can't really think of anything to add here. Thanks.,700,1695257429
